Bin,p
ERR3405795,p__Firmicutes
ERR3405797,p__Firmicutes
ERR3405803,p__Firmicutes
ERR3405804,p__Firmicutes
ERR3405809,p__Firmicutes
ERR3405811,p__Firmicutes
ERR3405814,p__Firmicutes
ERR3405816,p__Firmicutes
ERR3405817,p__Firmicutes
ERR3405823,p__Firmicutes
ERR3405824,p__Firmicutes
ERR3405826,p__Firmicutes
ERR3405827,p__Firmicutes
ERR3405832,p__Firmicutes
ERR3405836,p__Firmicutes
ERR3405837,p__Firmicutes
ERR3405843,p__Firmicutes
ERR3405845,p__Firmicutes
ERR3405847,p__Firmicutes
ERR3405867,p__Firmicutes
ERR3405897,p__Firmicutes
ERR3405912,p__Firmicutes
ERR3405947,p__Firmicutes
ERR3405954,p__Firmicutes
ERR3405955,p__Firmicutes
ERR3405966,p__Firmicutes
ERR3405970,p__Firmicutes
ERR3406045,p__Firmicutes
ERR3406065,p__Firmicutes
ERR3406072,p__Firmicutes
ERR3406075,p__Firmicutes
ERR3406094,p__Firmicutes
ERR3406105,p__Firmicutes
ERR3406111,p__Firmicutes
ERR3406114,p__Firmicutes
ERR3406136,p__Firmicutes
ERR3406137,p__Firmicutes
ERR3406141,p__Firmicutes
ERR3406150,p__Firmicutes
ERR3406151,p__Firmicutes
ERR3406157,p__Firmicutes
ERR3406158,p__Firmicutes
ERR3406162,p__Firmicutes
ERR3406170,p__Firmicutes
ERR3406172,p__Firmicutes
ERR3406177,p__Firmicutes
ERR3406178,p__Firmicutes
ERR3406179,p__Firmicutes
ERR3406181,p__Firmicutes
ERR3406191,p__Firmicutes
ERR3406197,p__Firmicutes
ERR3406209,p__Firmicutes
ERR3406216,p__Firmicutes
ERR3406254,p__Firmicutes
ERR3406265,p__Firmicutes
ERR3406269,p__Firmicutes
ERR4283464,p__Bacillota
ERR525696,p__Firmicutes
ERR525720,p__Bacillota
ERR525740,p__Firmicutes
ERR525752,p__Bacillota
ERR525752,p__Firmicutes
ERR525792,p__Firmicutes
ERR525808,p__Firmicutes
ERR525808,p__Bacillota
ERR525812,p__Bacillota
ERR525812,p__Firmicutes
ERR525838,p__Firmicutes
ERR525878,p__Bacillota
ERR525878,p__Firmicutes
ERR525899,p__Firmicutes
ERR525902,p__Firmicutes
ERR525906,p__Bacillota
ERR525906,p__Firmicutes
ERR525922,p__Bacillota
ERR525922,p__Firmicutes
ERR525957,p__Firmicutes
ERR525958,p__Firmicutes
ERR525981,p__Firmicutes
ERR525996,p__Firmicutes
ERR525996,p__Bacillota
ERR526002,p__Bacillota
ERR526034,p__Bacillota
ERR526034,p__Firmicutes
ERR526058,p__Firmicutes
ERR526078,p__Bacillota
ERR526078,p__Firmicutes
ERR526082,p__Firmicutes
ERR526082,p__Bacillota
SRR12137099,p__Bacillota
SRR12328903,p__Bacillota
SRR12328924,p__Bacillota
SRR12328933,p__Bacillota
SRR12442171,p__Bacillota
SRR12442178,p__Bacillota
SRR13077667,p__Bacillota
SRR13077672,p__Bacillota
SRR13077673,p__Bacillota
SRR13077676,p__Bacillota
SRR13077687,p__Bacillota
SRR13077702,p__Bacillota
SRR13077706,p__Bacillota
SRR13077708,p__Bacillota
SRR13077730,p__Bacillota
SRR13077744,p__Bacillota
SRR13077747,p__Bacillota
SRR13077748,p__Bacillota
SRR13077759,p__Bacillota
SRR13077766,p__Bacillota
SRR13077770,p__Bacillota
SRR13077778,p__Bacillota
SRR13077783,p__Bacillota
SRR13077788,p__Bacillota
SRR13077792,p__Bacillota
SRR13077808,p__Bacillota
SRR13077819,p__Bacillota
SRR13077822,p__Bacillota
SRR13077828,p__Bacillota
SRR13077834,p__Bacillota
SRR13077838,p__Bacillota
SRR13077848,p__Bacillota
SRR13077855,p__Bacillota
SRR13077876,p__Bacillota
SRR13077877,p__Bacillota
SRR13077885,p__Bacillota
SRR13077898,p__Bacillota
SRR13077899,p__Bacillota
SRR13077903,p__Bacillota
SRR13077905,p__Bacillota
SRR13077907,p__Bacillota
SRR13077913,p__Bacillota
SRR13077915,p__Bacillota
SRR13077918,p__Bacillota
SRR14001039,p__Bacillota
SRR14017394,p__Bacillota
SRR14355399,p__Bacillota
SRR14693208,p__Bacillota
SRR15910078,p__Bacillota
SRR16124332,p__Bacillota
SRR17648378,p__Bacillota
SRR17648399,p__Bacillota
SRR17648443,p__Bacillota
SRR1779107,p__Firmicutes
SRR17827854,p__Bacillota
SRR17827893,p__Bacillota
SRR17827894,p__Bacillota
SRR17827898,p__Bacillota
SRR17827948,p__Bacillota
SRR18191119,p__Bacillota
SRR18191137,p__Bacillota
SRR18191143,p__Bacillota
SRR18191168,p__Bacillota
SRR18191189,p__Bacillota
SRR1822318,p__Firmicutes
SRR19580949,p__Bacillota
SRR20677871,p__Bacillota
SRR20677872,p__Bacillota
SRR20677890,p__Bacillota
SRR20677905,p__Bacillota
SRR21615080,p__Bacillota
SRR23999411,p__Bacillota
SRR23999433,p__Bacillota
SRR3131999,p__Firmicutes
SRR3132009,p__Firmicutes
SRR3132029,p__Firmicutes
SRR3132039,p__Firmicutes
SRR3132487,p__Firmicutes
SRR4305217,p__Firmicutes
SRR5273900,p__Firmicutes
SRR5273915,p__Firmicutes
SRR5274018,p__Firmicutes
SRR5274051,p__Firmicutes
SRR5274061,p__Firmicutes
SRR5405738,p__Firmicutes
SRR5405774,p__Firmicutes
SRR5405779,p__Firmicutes
SRR5405780,p__Firmicutes
SRR5405781,p__Firmicutes
SRR5405783,p__Firmicutes
SRR5405784,p__Firmicutes
SRR5405821,p__Firmicutes
SRR5405829,p__Firmicutes
SRR5405974,p__Firmicutes
SRR5405975,p__Firmicutes
SRR5405976,p__Firmicutes
SRR5405977,p__Firmicutes
SRR5512725,p__Firmicutes
SRR5575357,p__Firmicutes
SRR5575620,p__Firmicutes
SRR5723807,p__Firmicutes
SRR5963132,p__Firmicutes
SRR5963139,p__Firmicutes
SRR5963140,p__Firmicutes
SRR5963159,p__Firmicutes
SRR5963164,p__Firmicutes
SRR5963175,p__Firmicutes
SRR5963247,p__Firmicutes
SRR5963250,p__Firmicutes
SRR5963251,p__Firmicutes
SRR5963252,p__Firmicutes
SRR5963345,p__Firmicutes
SRR5963361,p__Firmicutes
SRR5963378,p__Firmicutes
SRR5963380,p__Firmicutes
SRR5963386,p__Firmicutes
SRR5963404,p__Firmicutes
SRR5963429,p__Firmicutes
SRR5963433,p__Firmicutes
SRR6277104,p__Firmicutes
SRR6277105,p__Firmicutes
SRR6277106,p__Firmicutes
SRR6277109,p__Firmicutes
SRR6277110,p__Firmicutes
SRR6277114,p__Firmicutes
SRR6277117,p__Firmicutes
SRR6277121,p__Firmicutes
SRR6277123,p__Firmicutes
SRR6277126,p__Firmicutes
SRR6277134,p__Firmicutes
SRR6277139,p__Firmicutes
SRR6277140,p__Firmicutes
SRR6277142,p__Firmicutes
SRR6277151,p__Firmicutes
SRR6277154,p__Firmicutes
SRR6277156,p__Firmicutes
SRR6277157,p__Firmicutes
SRR6277161,p__Firmicutes
SRR6795027,p__Firmicutes
SRR6795053,p__Firmicutes
SRR6795057,p__Firmicutes
SRR6915183,p__Bacillota
SRR7217562,p__Firmicutes
SRR7217694,p__Firmicutes
SRR7217807,p__Firmicutes
SRR7217808,p__Firmicutes
SRR7280813,p__Firmicutes
SRR7280820,p__Firmicutes
SRR7280833,p__Firmicutes
SRR7280845,p__Firmicutes
SRR7280912,p__Firmicutes
SRR7280932,p__Firmicutes
SRR7280989,p__Firmicutes
SRR7281011,p__Firmicutes
SRR7281022,p__Firmicutes
SRR7351634,p__Firmicutes
SRR7351665,p__Firmicutes
SRR7351682,p__Firmicutes
SRR7351689,p__Firmicutes
SRR7351691,p__Firmicutes
SRR7351694,p__Firmicutes
SRR7351695,p__Firmicutes
SRR7351706,p__Firmicutes
SRR7351711,p__Firmicutes
SRR7351735,p__Firmicutes
SRR7351739,p__Firmicutes
SRR7351760,p__Firmicutes
SRR7351763,p__Firmicutes
SRR7351765,p__Firmicutes
SRR7351767,p__Firmicutes
SRR7351771,p__Firmicutes
SRR7351782,p__Firmicutes
SRR7351866,p__Firmicutes
SRR7351880,p__Firmicutes
SRR7351884,p__Firmicutes
SRR7351885,p__Firmicutes
SRR7351889,p__Firmicutes
SRR7351910,p__Firmicutes
SRR7351936,p__Firmicutes
SRR7351938,p__Firmicutes
SRR7351947,p__Firmicutes
SRR7351949,p__Firmicutes
SRR7351955,p__Firmicutes
SRR7351966,p__Firmicutes
SRR7351991,p__Firmicutes
SRR7351993,p__Firmicutes
SRR7351997,p__Firmicutes
SRR7352013,p__Firmicutes
SRR7352023,p__Firmicutes
SRR7352025,p__Firmicutes
SRR7352045,p__Firmicutes
SRR7352067,p__Firmicutes
SRR7352076,p__Firmicutes
SRR7352084,p__Firmicutes
SRR7352089,p__Firmicutes
SRR7352095,p__Firmicutes
SRR7411249,p__Firmicutes
SRR7411260,p__Firmicutes
SRR7411261,p__Firmicutes
SRR7411265,p__Firmicutes
SRR7411268,p__Firmicutes
SRR7411272,p__Firmicutes
SRR7411273,p__Firmicutes
SRR7411276,p__Firmicutes
SRR7411278,p__Firmicutes
SRR7411289,p__Firmicutes
SRR7411295,p__Firmicutes
SRR7411296,p__Firmicutes
SRR7411340,p__Firmicutes
SRR7411343,p__Firmicutes
SRR7411345,p__Firmicutes
SRR7411372,p__Firmicutes
SRR7411385,p__Firmicutes
SRR7411386,p__Firmicutes
SRR7411402,p__Firmicutes
SRR7411408,p__Firmicutes
SRR7411409,p__Firmicutes
SRR7716241,p__Firmicutes
SRR7716242,p__Firmicutes
SRR8692179,p__Firmicutes
SRR8692194,p__Firmicutes
SRR8692201,p__Firmicutes
SRR8692204,p__Firmicutes
SRR8692206,p__Firmicutes
SRR8692231,p__Firmicutes
SRR8692232,p__Firmicutes
SRR8942422,p__Firmicutes
SRR9095198,p__Firmicutes
SRR9865450,p__Firmicutes
SRR9865450,p__Bacillota
SRR9865480,p__Firmicutes
SRR9865480,p__Bacillota
SRR9865732,p__Bacillota
SRR5575365,p__Firmicutes
SRR13077716,p__Bacillota
SRR5963253,p__Firmicutes
SRR5963405,p__Firmicutes
SRR18191184,p__Bacillota
ERR3404631,p__Firmicutes
ERR3404652,p__Firmicutes
ERR3404654,p__Firmicutes
ERR3404655,p__Firmicutes
ERR3404691,p__Firmicutes
ERR3404695,p__Firmicutes
ERR3404704,p__Firmicutes
ERR3404708,p__Firmicutes
ERR3404731,p__Firmicutes
ERR3404749,p__Firmicutes
ERR3404839,p__Firmicutes
ERR3404850,p__Firmicutes
ERR3404851,p__Firmicutes
ERR3404853,p__Firmicutes
ERR3404892,p__Firmicutes
ERR3404896,p__Firmicutes
ERR3404924,p__Firmicutes
ERR3404973,p__Firmicutes
ERR3404990,p__Firmicutes
ERR3405000,p__Firmicutes
ERR3405023,p__Firmicutes
ERR3405024,p__Firmicutes
ERR3405045,p__Firmicutes
ERR3405049,p__Firmicutes
ERR3405058,p__Firmicutes
ERR3405086,p__Firmicutes
ERR3405097,p__Firmicutes
ERR3405107,p__Firmicutes
ERR3405111,p__Firmicutes
ERR3405113,p__Firmicutes
ERR3405114,p__Firmicutes
ERR3405116,p__Firmicutes
ERR3405133,p__Firmicutes
ERR3405140,p__Firmicutes
ERR3405146,p__Firmicutes
ERR3405151,p__Firmicutes
ERR3405159,p__Firmicutes
ERR3405185,p__Firmicutes
ERR3405243,p__Firmicutes
ERR3405333,p__Firmicutes
ERR3405339,p__Firmicutes
ERR3405360,p__Firmicutes
ERR3405400,p__Firmicutes
ERR3405402,p__Firmicutes
ERR3405412,p__Firmicutes
ERR3405414,p__Firmicutes
ERR3405416,p__Firmicutes
ERR3405449,p__Firmicutes
ERR3405455,p__Firmicutes
ERR3405457,p__Firmicutes
ERR3405534,p__Firmicutes
ERR3405571,p__Firmicutes
ERR3405576,p__Firmicutes
ERR3405594,p__Firmicutes
ERR3405596,p__Firmicutes
ERR3405604,p__Firmicutes
ERR3405617,p__Firmicutes
ERR3405632,p__Firmicutes
ERR3405650,p__Firmicutes
ERR3405656,p__Firmicutes
ERR3405657,p__Firmicutes
ERR3405700,p__Firmicutes
ERR3405725,p__Firmicutes
ERR3405726,p__Firmicutes
ERR3405736,p__Firmicutes
ERR3405749,p__Firmicutes
ERR3405790,p__Firmicutes
ERR3405794,p__Firmicutes
ERR3405835,p__Firmicutes
ERR3405849,p__Firmicutes
ERR3405854,p__Firmicutes
ERR3405858,p__Firmicutes
ERR3405877,p__Firmicutes
ERR3405894,p__Firmicutes
ERR3405906,p__Firmicutes
ERR3405914,p__Firmicutes
ERR3405928,p__Firmicutes
ERR3406034,p__Firmicutes
ERR3406041,p__Firmicutes
ERR3406053,p__Firmicutes
ERR3406059,p__Firmicutes
ERR3406097,p__Firmicutes
ERR3406128,p__Firmicutes
ERR3406155,p__Firmicutes
ERR3406156,p__Firmicutes
ERR3406193,p__Firmicutes
ERR3406196,p__Firmicutes
ERR3406215,p__Firmicutes
ERR3406219,p__Firmicutes
ERR3406232,p__Firmicutes
ERR3406233,p__Firmicutes
ERR3406235,p__Firmicutes
ERR3406242,p__Firmicutes
ERR3406271,p__Firmicutes
ERR3406286,p__Firmicutes
ERR3406301,p__Firmicutes
ERR525704,p__Firmicutes
ERR525704,p__Bacillota
ERR525755,p__Firmicutes
ERR525755,p__Bacillota
ERR525761,p__Firmicutes
ERR525761,p__Bacillota
ERR525762,p__Firmicutes
ERR525762,p__Bacillota
ERR525765,p__Bacillota
ERR525853,p__Firmicutes
ERR525853,p__Bacillota
ERR525887,p__Firmicutes
ERR525887,p__Bacillota
ERR526008,p__Bacillota
ERR526008,p__Firmicutes
ERR526025,p__Bacillota
ERR526049,p__Bacillota
ERR526049,p__Firmicutes
SRR14000775,p__Bacillota
SRR14001071,p__Bacillota
SRR14017319,p__Bacillota
SRR14017488,p__Bacillota
SRR14017534,p__Bacillota
SRR14355319,p__Bacillota
SRR14355328,p__Bacillota
SRR14355330,p__Bacillota
SRR14355346,p__Bacillota
SRR14355359,p__Bacillota
SRR14355366,p__Bacillota
SRR14355367,p__Bacillota
SRR14355375,p__Bacillota
SRR14355385,p__Bacillota
SRR14355386,p__Bacillota
SRR14355388,p__Bacillota
SRR14355412,p__Bacillota
SRR14355418,p__Bacillota
SRR14355423,p__Bacillota
SRR14355426,p__Bacillota
SRR14355427,p__Bacillota
SRR4408168,p__Firmicutes
SRR5273997,p__Firmicutes
SRR5274006,p__Firmicutes
SRR5274007,p__Firmicutes
SRR5405831,p__Firmicutes
SRR5405832,p__Firmicutes
SRR5405941,p__Firmicutes
SRR5963352,p__Firmicutes
SRR5963432,p__Firmicutes
SRR6257470,p__Firmicutes
SRR6257471,p__Firmicutes
SRR6257472,p__Firmicutes
SRR6257473,p__Firmicutes
SRR6257474,p__Firmicutes
SRR6257475,p__Firmicutes
SRR6257476,p__Firmicutes
SRR6257477,p__Firmicutes
SRR6257478,p__Firmicutes
SRR6277147,p__Firmicutes
SRR6795021,p__Firmicutes
SRR6795024,p__Firmicutes
SRR6795025,p__Firmicutes
SRR6795026,p__Firmicutes
SRR6795033,p__Firmicutes
SRR6795037,p__Firmicutes
SRR6795041,p__Firmicutes
SRR6795045,p__Firmicutes
SRR6795047,p__Firmicutes
SRR6795048,p__Firmicutes
SRR6795059,p__Firmicutes
SRR7217586,p__Firmicutes
SRR7217667,p__Firmicutes
SRR7217720,p__Firmicutes
SRR7217725,p__Firmicutes
SRR7217726,p__Firmicutes
SRR7217735,p__Firmicutes
SRR7217758,p__Firmicutes
SRR7217763,p__Firmicutes
SRR7217826,p__Firmicutes
SRR7217827,p__Firmicutes
SRR7217891,p__Firmicutes
SRR7281056,p__Firmicutes
SRR7351644,p__Firmicutes
SRR7351685,p__Firmicutes
SRR7351740,p__Firmicutes
SRR7351800,p__Firmicutes
SRR7411358,p__Firmicutes
SRR7411375,p__Firmicutes
SRR7411384,p__Firmicutes
SRR8692192,p__Firmicutes
SRR8692193,p__Firmicutes
SRR8692198,p__Firmicutes
SRR8692205,p__Firmicutes
SRR8692216,p__Firmicutes
SRR8692229,p__Firmicutes
SRR8692233,p__Firmicutes
SRR8692238,p__Firmicutes
SRR8692240,p__Firmicutes
SRR8942358,p__Firmicutes
SRR8942360,p__Firmicutes
SRR8942361,p__Firmicutes
SRR8942377,p__Firmicutes
SRR8942406,p__Firmicutes
SRR8942410,p__Firmicutes
SRR8942431,p__Firmicutes
SRR9865556,p__Bacillota
SRR9865659,p__Firmicutes
SRR9865659,p__Bacillota
SRR9865778,p__Bacillota
SRR9865778,p__Firmicutes
SRR9865788,p__Bacillota
SRR21144631,p__Bacillota
CRR057289,p__Bacillota
CRR057326,p__Bacillota
ERR3405399,p__Firmicutes
ERR3405652,p__Firmicutes
ERR525696,p__Bacillota
ERR525740,p__Bacillota
ERR525792,p__Bacillota
ERR525838,p__Bacillota
ERR525899,p__Bacillota
ERR525957,p__Bacillota
ERR525958,p__Bacillota
ERR526000,p__Bacillota
ERR526023,p__Bacillota
ERR526058,p__Bacillota
SRR12137097,p__Bacillota
SRR12328889,p__Bacillota
SRR12328958,p__Bacillota
SRR14000904,p__Bacillota
SRR14017299,p__Bacillota
SRR14017348,p__Bacillota
SRR14017373,p__Bacillota
SRR14017549,p__Bacillota
SRR14355379,p__Bacillota
SRR14355380,p__Bacillota
SRR14355438,p__Bacillota
SRR14355448,p__Bacillota
SRR17648360,p__Bacillota
SRR17648384,p__Bacillota
SRR20677855,p__Bacillota
SRR23364229,p__Bacillota
SRR6795058,p__Firmicutes
SRR9865585,p__Bacillota
ERR3405335,p__Firmicutes
CRR191908,p__Bacillota
ERR525812,p__Bacillota
SRR19580950,p__Bacillota
SRR3131894,p__Firmicutes
ERR3404640,p__Firmicutes
ERR3404648,p__Firmicutes
ERR3404675,p__Firmicutes
ERR3404707,p__Firmicutes
ERR3404716,p__Firmicutes
ERR3404717,p__Firmicutes
ERR3404750,p__Firmicutes
ERR3404832,p__Firmicutes
ERR3404837,p__Firmicutes
ERR3404859,p__Firmicutes
ERR3404861,p__Firmicutes
ERR3404867,p__Firmicutes
ERR3404895,p__Firmicutes
ERR3404899,p__Firmicutes
ERR3404901,p__Firmicutes
ERR3404978,p__Firmicutes
ERR3404997,p__Firmicutes
ERR3405005,p__Firmicutes
ERR3405027,p__Firmicutes
ERR3405048,p__Firmicutes
ERR3405076,p__Firmicutes
ERR3405080,p__Firmicutes
ERR3405083,p__Firmicutes
ERR3405087,p__Firmicutes
ERR3405090,p__Firmicutes
ERR3405091,p__Firmicutes
ERR3405102,p__Firmicutes
ERR3405105,p__Firmicutes
ERR3405129,p__Firmicutes
ERR3405130,p__Firmicutes
ERR3405139,p__Firmicutes
ERR3405155,p__Firmicutes
ERR3405184,p__Firmicutes
ERR3405197,p__Firmicutes
ERR3405211,p__Firmicutes
ERR3405219,p__Firmicutes
ERR3405237,p__Firmicutes
ERR3405279,p__Firmicutes
ERR3405282,p__Firmicutes
ERR3405290,p__Firmicutes
ERR3405304,p__Firmicutes
ERR3405305,p__Firmicutes
ERR3405328,p__Firmicutes
ERR3405346,p__Firmicutes
ERR3405347,p__Firmicutes
ERR3405349,p__Firmicutes
ERR3405353,p__Firmicutes
ERR3405367,p__Firmicutes
ERR3405371,p__Firmicutes
ERR3405378,p__Firmicutes
ERR3405418,p__Firmicutes
ERR3405443,p__Firmicutes
ERR3405453,p__Firmicutes
ERR3405459,p__Firmicutes
ERR3405460,p__Firmicutes
ERR3405493,p__Firmicutes
ERR3405514,p__Firmicutes
ERR3405516,p__Firmicutes
ERR3405546,p__Firmicutes
ERR3405571,p__Firmicutes
ERR3405595,p__Firmicutes
ERR3405658,p__Firmicutes
ERR3405662,p__Firmicutes
ERR3405666,p__Firmicutes
ERR3405718,p__Firmicutes
ERR3405771,p__Firmicutes
ERR3405772,p__Firmicutes
ERR3405793,p__Firmicutes
ERR3405794,p__Firmicutes
ERR3405816,p__Firmicutes
ERR3405818,p__Firmicutes
ERR3405819,p__Firmicutes
ERR3405822,p__Firmicutes
ERR3405855,p__Firmicutes
ERR3406114,p__Firmicutes
ERR3406126,p__Firmicutes
ERR3406133,p__Firmicutes
ERR3406160,p__Firmicutes
ERR3406170,p__Firmicutes
ERR3406183,p__Firmicutes
ERR3406265,p__Firmicutes
ERR525740,p__Firmicutes
ERR525808,p__Firmicutes
SRR12328890,p__Bacillota
SRR13077827,p__Bacillota
SRR13077902,p__Bacillota
SRR16124345,p__Bacillota
SRR17827839,p__Bacillota
SRR19040006,p__Bacillota
SRR3131708,p__Firmicutes
SRR3131804,p__Firmicutes
SRR3132159,p__Firmicutes
SRR4408139,p__Firmicutes
SRR5273915,p__Firmicutes
SRR5273934,p__Firmicutes
SRR5405971,p__Firmicutes
SRR5405974,p__Firmicutes
SRR5405975,p__Firmicutes
SRR5405983,p__Firmicutes
SRR5405985,p__Firmicutes
SRR5405986,p__Firmicutes
SRR5575363,p__Firmicutes
SRR5575620,p__Firmicutes
SRR5723839,p__Firmicutes
SRR5963139,p__Firmicutes
SRR5963250,p__Firmicutes
SRR5963380,p__Firmicutes
SRR5963432,p__Firmicutes
SRR6277143,p__Firmicutes
SRR6277145,p__Firmicutes
SRR6277152,p__Firmicutes
SRR7280864,p__Firmicutes
SRR7280964,p__Firmicutes
SRR7280975,p__Firmicutes
SRR7281022,p__Firmicutes
SRR7351702,p__Firmicutes
SRR7351709,p__Firmicutes
SRR7351735,p__Firmicutes
SRR7351881,p__Firmicutes
SRR7351884,p__Firmicutes
SRR7351923,p__Firmicutes
SRR7351925,p__Firmicutes
SRR7351928,p__Firmicutes
SRR7351991,p__Firmicutes
SRR7352008,p__Firmicutes
SRR7411249,p__Firmicutes
SRR7411309,p__Firmicutes
SRR7411344,p__Firmicutes
SRR8692196,p__Firmicutes
SRR8692201,p__Firmicutes
SRR8692213,p__Firmicutes
SRR9095186,p__Firmicutes
ERR3405774,p__Firmicutes
SRR14355343,p__Bacillota
SRR14355410,p__Bacillota
ERR3404994,p__Firmicutes
ERR3405047,p__Firmicutes
SRR5274021,p__Firmicutes
SRR5963297,p__Firmicutes
SRR5963417,p__Firmicutes
CRR057291,p__Bacillota
CRR057293,p__Bacillota
CRR057312,p__Bacillota
CRR057313,p__Bacillota
CRR057347,p__Bacillota
ERR1995218,p__Bacillota
ERR1995225,p__Bacillota
ERR1995233,p__Bacillota
ERR3405152,p__Firmicutes
ERR3405178,p__Firmicutes
ERR3405480,p__Firmicutes
ERR3405483,p__Firmicutes
ERR3405593,p__Firmicutes
ERR3405594,p__Firmicutes
ERR3405864,p__Firmicutes
ERR3405867,p__Firmicutes
ERR3405871,p__Firmicutes
ERR3405882,p__Firmicutes
ERR3405892,p__Firmicutes
ERR3405900,p__Firmicutes
ERR3405904,p__Firmicutes
ERR3405926,p__Firmicutes
ERR3405935,p__Firmicutes
ERR3405938,p__Firmicutes
ERR3405993,p__Firmicutes
ERR3405997,p__Firmicutes
ERR3405998,p__Firmicutes
ERR3406008,p__Firmicutes
ERR3406027,p__Firmicutes
ERR3406039,p__Firmicutes
ERR3406055,p__Firmicutes
ERR3406056,p__Firmicutes
ERR3406086,p__Firmicutes
ERR3406092,p__Firmicutes
ERR3406097,p__Firmicutes
ERR3406098,p__Firmicutes
ERR3406192,p__Firmicutes
ERR3406194,p__Firmicutes
ERR3406199,p__Firmicutes
ERR3406210,p__Firmicutes
ERR3406211,p__Firmicutes
ERR3406221,p__Firmicutes
ERR3406222,p__Firmicutes
ERR3406225,p__Firmicutes
ERR3406245,p__Firmicutes
ERR3406253,p__Firmicutes
ERR3406260,p__Firmicutes
ERR3406261,p__Firmicutes
ERR3406267,p__Firmicutes
ERR3406269,p__Firmicutes
ERR3406276,p__Firmicutes
ERR3406277,p__Firmicutes
ERR3406283,p__Firmicutes
ERR3406288,p__Firmicutes
ERR3406292,p__Firmicutes
ERR3406298,p__Firmicutes
ERR3406302,p__Firmicutes
ERR4283116,p__Bacillota
ERR4283130,p__Bacillota
ERR4283133,p__Bacillota
ERR4283147,p__Bacillota
ERR4283151,p__Bacillota
ERR4283156,p__Bacillota
ERR4283202,p__Bacillota
ERR4283206,p__Bacillota
ERR4283207,p__Bacillota
ERR4283209,p__Bacillota
ERR4283228,p__Bacillota
ERR4283240,p__Bacillota
ERR4283245,p__Bacillota
ERR4283263,p__Bacillota
ERR4283266,p__Bacillota
ERR4283268,p__Bacillota
ERR4283304,p__Bacillota
ERR4283305,p__Bacillota
ERR4283331,p__Bacillota
ERR4283368,p__Bacillota
ERR4283370,p__Bacillota
ERR4283371,p__Bacillota
ERR4283373,p__Bacillota
ERR4283375,p__Bacillota
ERR4283379,p__Bacillota
ERR4283431,p__Bacillota
ERR4283440,p__Bacillota
ERR4283441,p__Bacillota
ERR4283442,p__Bacillota
ERR4283444,p__Bacillota
ERR4283448,p__Bacillota
ERR4283457,p__Bacillota
ERR4283469,p__Bacillota
ERR4283484,p__Bacillota
ERR4283485,p__Bacillota
ERR4283493,p__Bacillota
ERR4283494,p__Bacillota
ERR525712,p__Bacillota
ERR525713,p__Bacillota
ERR525713,p__Firmicutes
ERR525725,p__Bacillota
ERR525733,p__Bacillota
ERR525788,p__Firmicutes
ERR525847,p__Bacillota
ERR525856,p__Bacillota
ERR525856,p__Firmicutes
ERR525916,p__Firmicutes
ERR525916,p__Bacillota
ERR525971,p__Bacillota
ERR526032,p__Firmicutes
ERR526032,p__Bacillota
ERR526052,p__Firmicutes
ERR526052,p__Bacillota
ERR526059,p__Bacillota
ERR526063,p__Bacillota
ERR526064,p__Firmicutes
ERR526064,p__Bacillota
ERR526075,p__Bacillota
SRR14000785,p__Bacillota
SRR14000805,p__Bacillota
SRR14000839,p__Bacillota
SRR14000841,p__Bacillota
SRR14000854,p__Bacillota
SRR14000866,p__Bacillota
SRR14001007,p__Bacillota
SRR14001035,p__Bacillota
SRR14001044,p__Bacillota
SRR14001051,p__Bacillota
SRR14001056,p__Bacillota
SRR14001059,p__Bacillota
SRR14001081,p__Bacillota
SRR14017331,p__Bacillota
SRR14017339,p__Bacillota
SRR14017345,p__Bacillota
SRR14017378,p__Bacillota
SRR14017439,p__Bacillota
SRR14017481,p__Bacillota
SRR14017510,p__Bacillota
SRR14017511,p__Bacillota
SRR14017529,p__Bacillota
SRR14017603,p__Bacillota
SRR15910056,p__Bacillota
SRR15910070,p__Bacillota
SRR15910071,p__Bacillota
SRR16124187,p__Bacillota
SRR16124308,p__Bacillota
SRR16124352,p__Bacillota
